userid,date,Age,Gender,Marital,STATE,Education,Income
75004221,202202,29,2,1,OR,College,Over 100k
75004224,202202,34,2,2,OH,College,50k to 100k
75004226,202202,28,2,1,KY,High School,Under 50k
75004227,202202,27,1,1,AR,College,Over 100k
75004228,202202,68,2,1,NY,College,Over 100k
75004239,202202,47,1,2,FL,College,50k to 100k
75004241,202202,55,1,2,TX,College,Over 100k
75004244,202202,48,2,1,GA,College,Over 100k
75004247,202202,32,1,2,NJ,College,50k to 100k
75004248,202202,73,2,1,PA,College,Over 100k
75004250,202202,45,1,2,NY,High School,50k to 100k
75004252,202202,69,2,1,MS,College,Under 50k
75004255,202202,36,2,1,IL,College,Over 100k
75004258,202202,55,2,1,NY,College,50k to 100k
75004260,202202,29,1,1,IN,College,50k to 100k
75004264,202202,38,2,2,KY,Some College,Under 50k
75004268,202202,37,2,1,AZ,High School,Over 100k
75004270,202202,64,1,2,MN,College,Under 50k
75004282,202202,67,2,1,MA,College,50k to 100k
75004283,202203,38,2,1,IA,High School,Over 100k
75004289,202202,29,2,1,KS,College,Over 100k
75004294,202203,60,2,1,SC,College,Over 100k
75004295,202202,44,2,1,IL,Some College,Over 100k
75004297,202202,60,1,1,DE,High School,Over 100k
75004302,202202,77,2,1,KS,College,Over 100k
75004305,202203,69,1,2,CA,College,Under 50k
75004310,202202,48,2,1,MT,College,50k to 100k
75004314,202202,42,1,1,UT,Some College,50k to 100k
75004318,202202,49,2,1,FL,Some College,Under 50k
75004324,202202,31,2,2,KY,College,50k to 100k
75004328,202202,47,1,1,NC,College,Over 100k
75004332,202202,67,1,2,TN,High School,Under 50k
75004333,202202,37,1,1,MN,Some College,50k to 100k
75004335,202203,68,2,1,IL,Some College,Over 100k
75004336,202203,70,2,1,NC,High School,50k to 100k
75004337,202202,55,2,1,VA,College,Over 100k
75004338,202202,60,1,1,MI,College,Over 100k
75004339,202202,78,2,1,NM,Some College,50k to 100k
75004344,202202,32,1,2,IL,High School,Under 50k
75004345,202202,39,1,2,IL,High School,Under 50k
75004348,202202,34,2,2,NM,College,Under 50k
75004349,202202,18,2,2,CT,Some College,Over 100k
75004350,202203,78,2,1,CT,College,50k to 100k
75004351,202203,36,1,1,MA,College,50k to 100k
75004353,202202,61,2,1,CA,Some College,Over 100k
75004358,202202,50,2,1,TX,College,Over 100k
75004360,202202,79,2,1,HI,College,Over 100k
75004363,202202,31,2,1,ID,Some College,Under 50k
75004364,202202,39,2,1,UT,Some College,Over 100k
75004366,202203,35,1,1,IL,Some College,Over 100k
75004372,202202,43,2,1,FL,College,50k to 100k
75004375,202202,31,1,1,IA,College,50k to 100k
75004376,202202,28,2,2,OH,Some College,Under 50k
75004379,202203,71,2,1,IA,College,50k to 100k
75004385,202202,76,2,1,NM,College,50k to 100k
75004390,202202,47,1,1,MO,Some College,Over 100k
75004392,202202,58,1,1,NC,College,Over 100k
75004393,202203,73,2,1,GA,College,50k to 100k
75004394,202202,33,1,1,NJ,College,Under 50k
75004399,202203,30,2,1,UT,High School,Over 100k
75004403,202202,47,1,2,IL,Some College,Under 50k
75004404,202203,68,2,1,MD,College,50k to 100k
75004407,202202,37,1,2,VA,High School,Under 50k
75004408,202202,66,1,1,CA,Some College,Over 100k
75004411,202202,78,1,2,PA,Some College,50k to 100k
75004420,202202,59,2,1,VA,College,Over 100k
75004425,202203,75,2,1,MI,Some College,50k to 100k
75004426,202202,36,2,1,OK,Some College,Over 100k
75004427,202202,55,1,1,KY,High School,Under 50k
75004428,202202,51,2,1,KY,Some College,50k to 100k
75004429,202202,58,2,2,TX,Some College,50k to 100k
75004430,202202,30,1,2,NY,Some College,Under 50k
75004432,202202,26,1,1,TX,College,Over 100k
75004437,202202,37,1,2,WI,College,50k to 100k
75004444,202202,25,2,2,PA,High School,50k to 100k
75004449,202202,67,1,1,NC,Some College,50k to 100k
75004450,202203,50,1,1,NC,College,Over 100k
75004451,202203,51,1,1,FL,College,Over 100k
75004455,202202,63,1,1,OH,Some College,Under 50k
75004456,202202,38,2,2,IL,College,50k to 100k
75004458,202202,24,2,1,MA,College,Over 100k
75004461,202202,29,1,1,MO,College,50k to 100k
75004462,202202,51,2,2,CO,Some College,Over 100k
75004463,202202,45,2,1,MD,High School,Over 100k
75004464,202202,60,1,1,WI,Some College,Under 50k
75004467,202202,72,2,1,NY,College,Over 100k
75004470,202202,81,2,2,PA,College,Under 50k
75004472,202202,29,1,2,PA,College,50k to 100k
75004476,202202,35,1,1,MI,Some College,Under 50k
75004481,202202,40,2,2,NY,College,50k to 100k
75004482,202202,60,2,1,PA,Some College,Under 50k
75004484,202202,37,1,1,PA,Some College,Over 100k
75004499,202202,54,2,2,KY,Some College,Over 100k
75004500,202203,38,2,1,OH,Some College,50k to 100k
75004502,202202,37,2,2,CA,College,50k to 100k
75004510,202202,39,1,1,WI,College,Over 100k
75004517,202202,53,2,1,WA,College,Over 100k
75004520,202202,54,1,1,RI,College,Over 100k
75004521,202202,68,1,1,NY,Some College,50k to 100k
75004522,202203,47,1,1,MI,Some College,50k to 100k
75004525,202202,23,2,2,WY,College,Under 50k
75004529,202202,37,1,1,WA,College,Over 100k
75004531,202202,44,1,1,MI,College,50k to 100k
75004532,202202,27,2,2,CO,High School,Over 100k
75004535,202202,83,2,1,TX,College,Under 50k
75004537,202202,66,2,1,PA,College,Over 100k
75004538,202202,35,2,2,KY,Some College,Under 50k
75004542,202202,38,2,1,OK,College,50k to 100k
75004544,202202,59,2,1,SC,High School,Over 100k
75004545,202202,40,2,1,NJ,College,Over 100k
75004546,202202,31,1,2,CT,Some College,Under 50k
75004547,202202,46,2,1,MD,Some College,50k to 100k
75004548,202202,55,2,1,CA,College,Under 50k
75004549,202203,52,1,1,NH,Some College,Over 100k
75004550,202202,51,1,1,NC,College,Over 100k
75004551,202202,54,2,2,NY,College,Under 50k
75004553,202203,22,1,2,RI,College,Over 100k
75004555,202203,30,1,1,IA,College,50k to 100k
75004566,202203,28,1,2,NJ,College,Over 100k
75004569,202203,29,1,1,CA,College,50k to 100k
75004571,202203,51,1,1,MO,College,Under 50k
75004575,202203,48,1,1,AR,Some College,50k to 100k
75004580,202203,37,1,2,OR,College,50k to 100k
75004581,202203,58,2,2,TX,College,50k to 100k
75004582,202203,27,1,2,VA,College,Over 100k
75004585,202204,40,2,1,NC,College,50k to 100k
75004586,202203,33,1,2,MO,Some College,50k to 100k
75004588,202203,55,1,2,FL,College,Over 100k
75004589,202203,33,2,2,CA,College,Over 100k
75004590,202204,56,1,1,AK,Some College,Under 50k
75004593,202204,38,2,1,GA,Some College,Over 100k
75004599,202203,37,1,1,NJ,College,Under 50k
75004603,202204,38,1,1,OH,College,Over 100k
75004604,202203,70,1,2,TN,High School,Under 50k
75004606,202203,28,1,1,OH,High School,Over 100k
75004607,202204,71,2,1,NC,Some College,Over 100k
75004610,202203,31,2,1,OH,High School,50k to 100k
75004623,202203,65,2,1,TX,College,Over 100k
75004628,202203,74,1,1,MD,College,Over 100k
75004642,202203,44,1,1,ID,Some College,Over 100k
75004647,202204,52,2,1,WA,High School,Over 100k
75004650,202203,71,2,1,KY,High School,50k to 100k
75004653,202204,61,2,1,AL,College,50k to 100k
75004668,202203,71,2,2,NY,Some College,Under 50k
75004672,202204,37,1,1,OK,Some College,Over 100k
75004676,202203,67,2,1,MI,Some College,50k to 100k
75004680,202203,43,1,1,KY,Some College,50k to 100k
75004681,202203,36,1,1,AL,College,50k to 100k
75004688,202204,44,1,2,OH,College,50k to 100k
75004689,202203,26,1,1,AL,Some College,50k to 100k
75004690,202203,45,1,2,AL,College,50k to 100k
75004692,202203,32,1,1,IN,College,50k to 100k
75004694,202203,54,1,1,CA,Some College,Over 100k
75004695,202204,64,2,2,CA,Some College,Under 50k
75004699,202203,40,2,1,ID,High School,50k to 100k
75004710,202204,56,2,1,OR,Some College,Over 100k
75004712,202204,50,2,1,OR,College,Over 100k
75004713,202203,34,1,1,NC,Some College,50k to 100k
75004719,202203,42,1,2,CA,Some College,Under 50k
75004721,202203,38,2,1,VT,College,Over 100k
75004722,202203,45,2,1,AR,College,Under 50k
75004724,202204,38,2,1,AL,College,Over 100k
75004725,202204,52,2,2,AL,College,Over 100k
75004730,202203,68,2,2,OK,Some College,Under 50k
75004734,202204,72,2,2,PA,Some College,50k to 100k
75004743,202203,39,1,2,VA,College,Over 100k
75004750,202203,38,1,1,WV,College,50k to 100k
75004754,202203,38,1,1,IA,College,Over 100k
75004756,202203,45,1,2,CA,Some College,Under 50k
75004757,202203,23,2,2,CA,College,Over 100k
75004761,202204,48,1,2,TX,College,Over 100k
75004769,202203,90,2,1,TN,College,50k to 100k
75004772,202204,65,1,1,PA,College,Over 100k
75004789,202203,57,2,1,TX,College,Over 100k
75004790,202203,52,1,1,CA,High School,Under 50k
75004794,202204,62,1,1,WY,High School,50k to 100k
75004797,202203,63,2,1,IL,Some College,Under 50k
75004798,202203,40,1,1,UT,College,50k to 100k
75004801,202203,42,1,2,VA,High School,Under 50k
75004807,202204,35,1,1,DE,Some College,50k to 100k
75004808,202203,58,2,1,CA,College,Under 50k
75004811,202203,66,1,2,MO,Some College,50k to 100k
75004812,202203,35,1,2,TN,College,50k to 100k
75004819,202203,67,1,1,FL,College,50k to 100k
75004821,202204,37,2,1,MI,College,50k to 100k
75004826,202203,30,2,1,AK,College,Over 100k
75004829,202203,49,2,1,MN,College,Over 100k
75004838,202203,59,1,1,KY,Some College,Under 50k
75004839,202203,64,2,1,NY,Some College,50k to 100k
75004841,202204,38,1,1,MA,College,Over 100k
75004842,202203,53,1,1,MA,College,50k to 100k
75004845,202203,37,1,2,LA,Some College,Under 50k
75004849,202204,61,1,1,PA,Some College,50k to 100k
75004851,202203,60,2,1,MN,Some College,Over 100k
75004860,202203,29,2,2,WA,College,50k to 100k
75004861,202203,52,2,2,OR,College,Over 100k
75004864,202203,38,1,2,MS,Some College,Under 50k
75004866,202203,59,1,2,CA,College,Over 100k
75004870,202203,29,2,1,OH,College,Over 100k
75004871,202203,46,1,1,OH,College,Over 100k
75004873,202203,41,1,1,TX,College,Over 100k
75004875,202203,56,1,2,WI,College,50k to 100k
75004877,202203,38,1,1,IN,Some College,Under 50k
75004878,202204,45,2,1,DE,College,Over 100k
75004880,202203,40,2,1,OH,College,50k to 100k
75004883,202203,48,1,1,CO,College,Over 100k
75004887,202203,23,1,2,IL,Some College,50k to 100k
75004888,202203,47,2,1,TX,Some College,50k to 100k
75004890,202204,89,2,1,TX,High School,50k to 100k
75004892,202203,33,2,1,TN,High School,50k to 100k
75004893,202203,49,1,2,GA,Some College,Under 50k
75004894,202203,53,2,2,PA,Some College,50k to 100k
75004896,202204,40,2,1,AZ,Some College,Over 100k
75004900,202203,36,2,1,MO,Some College,50k to 100k
75004908,202203,41,2,1,IL,Some College,Over 100k
75004910,202203,38,2,2,CA,College,Over 100k
75004912,202203,61,1,2,IN,College,Under 50k
75004914,202204,33,2,1,CA,College,Over 100k
75004917,202203,41,1,1,MI,Some College,Over 100k
75004920,202203,34,2,1,MS,College,Over 100k
75004921,202203,63,1,1,NY,College,50k to 100k
75004924,202203,49,2,1,OH,College,Over 100k
75004927,202204,68,2,1,MI,College,50k to 100k
75004928,202203,36,2,1,MN,College,50k to 100k
75004929,202203,39,2,1,MI,College,Over 100k
75004930,202204,20,1,2,OH,High School,Over 100k
75004934,202204,44,1,1,PA,College,Over 100k
75004937,202203,24,1,1,CO,Some College,50k to 100k
75004939,202204,48,2,1,NJ,Some College,Over 100k
75004952,202203,46,2,1,TX,College,Over 100k
75004953,202203,52,2,2,NJ,High School,Under 50k
75004957,202204,60,2,1,NE,College,Over 100k
75004958,202203,42,2,1,CA,High School,Over 100k
75004959,202203,60,1,1,CA,College,Over 100k
75004963,202203,82,1,2,CO,High School,Under 50k
75004964,202203,64,1,1,FL,High School,Over 100k
75004965,202204,55,1,1,FL,College,50k to 100k
75004966,202203,34,2,1,MD,College,50k to 100k
75004970,202203,64,1,2,CA,Some College,Under 50k
75004973,202203,31,2,1,WI,College,Over 100k
75004979,202203,62,2,2,OH,High School,Under 50k
75004981,202203,34,1,1,PA,Some College,Under 50k
75004985,202203,78,1,1,AL,College,Under 50k
75004989,202204,43,2,1,NY,College,Over 100k
75004993,202203,30,1,2,AZ,College,Over 100k
75004994,202203,27,1,1,ID,High School,50k to 100k
75004996,202204,49,2,1,CA,Some College,Over 100k
75004997,202203,61,2,1,CA,Some College,Over 100k
75004998,202203,70,1,2,WA,Some College,Under 50k
75004999,202204,33,1,1,MA,College,Over 100k
75005001,202203,25,2,2,NC,High School,Under 50k
75005006,202203,73,1,2,FL,Some College,Under 50k
75005021,202203,67,2,1,FL,College,50k to 100k
75005025,202203,40,2,2,PA,Some College,50k to 100k
75005026,202203,48,2,1,NY,College,Over 100k
75005027,202203,71,1,1,MO,College,Under 50k
75005029,202203,31,1,1,NY,College,50k to 100k
75005039,202203,24,2,2,AL,College,Under 50k
75005043,202204,44,1,1,FL,College,Over 100k
75005045,202203,48,2,2,NJ,College,Under 50k
75005050,202204,50,2,1,CA,College,Over 100k
75005052,202203,64,1,1,MN,Some College,Over 100k
75005057,202203,71,2,1,PA,Some College,Over 100k
75005069,202203,33,2,2,NY,College,50k to 100k
75005072,202203,42,2,1,MI,High School,50k to 100k
75005084,202203,63,2,2,PA,College,Under 50k
75005097,202203,33,1,1,NJ,College,Over 100k
75005101,202203,41,1,1,WI,Some College,Over 100k
75005106,202203,63,1,2,GA,College,Under 50k
75005110,202203,81,1,2,IA,Some College,Under 50k
75005114,202203,45,1,2,OR,Some College,Under 50k
75005115,202203,65,2,2,MD,Some College,Under 50k
75005119,202204,58,2,2,MN,Some College,50k to 100k
75005126,202203,66,1,2,CT,Some College,Under 50k
75005127,202203,42,1,2,FL,College,50k to 100k
75005129,202203,50,1,1,CA,College,Under 50k
75005132,202203,33,1,2,MO,High School,Under 50k
75005143,202203,36,1,1,NY,College,Under 50k
75005144,202203,22,1,1,LA,Some College,Under 50k
75005155,202203,65,2,1,AR,High School,50k to 100k
75005161,202203,30,2,1,PA,College,50k to 100k
75005168,202203,60,2,2,CO,Some College,50k to 100k
75005171,202203,43,1,2,NY,High School,Under 50k
75005175,202203,54,2,2,MI,College,Under 50k
75005187,202203,29,1,1,TN,College,50k to 100k
75005190,202203,25,2,2,NY,College,Over 100k
75005483,202204,44,2,1,OH,Some College,Over 100k
75005488,202204,60,1,1,NC,Some College,Under 50k
75005498,202204,42,2,1,IN,College,Over 100k
75005504,202205,41,1,1,TX,College,Over 100k
75005505,202204,69,2,1,SC,Some College,Under 50k
75005507,202204,67,2,2,FL,Some College,Under 50k
75005509,202204,35,1,1,TX,College,50k to 100k
75005516,202204,37,2,1,WA,College,Over 100k
75005518,202204,33,1,2,CA,College,50k to 100k
75005519,202204,77,1,2,CA,College,Over 100k
75005521,202204,54,1,1,FL,Some College,Over 100k
75005527,202205,38,1,1,IL,College,Over 100k
75005529,202204,41,2,1,NJ,College,Over 100k
75005532,202204,68,1,1,OR,College,50k to 100k
75005535,202204,26,1,1,NY,College,50k to 100k
75005554,202204,40,1,1,OR,College,Over 100k
75005558,202204,64,1,2,VA,College,Under 50k
75005559,202204,41,2,2,CA,High School,Under 50k
75005560,202205,59,2,1,MO,Some College,Under 50k
75005561,202204,41,1,1,LA,Some College,50k to 100k
75005562,202204,40,1,1,LA,College,Over 100k
75005566,202204,34,2,1,OH,College,Over 100k
75005567,202204,59,2,1,NC,High School,50k to 100k
75005572,202204,30,2,1,CO,College,Over 100k
75005573,202204,29,2,2,WV,Some College,Under 50k
75005575,202204,52,1,1,TN,College,Over 100k
75005579,202204,36,2,1,KY,High School,Under 50k
75005580,202204,77,2,1,KS,Some College,Under 50k
75005587,202204,71,2,1,PA,Some College,Under 50k
75005589,202204,39,1,2,NY,College,50k to 100k
75005590,202204,60,1,2,WV,Some College,Under 50k
75005592,202205,71,1,2,IL,College,Under 50k
75005594,202204,24,1,2,IL,College,50k to 100k
75005602,202204,75,1,2,IN,Some College,Under 50k
75005603,202204,70,1,2,TN,High School,Under 50k
75005607,202204,85,1,2,TX,Some College,Under 50k
75005612,202204,38,2,1,MD,Some College,Under 50k
75005618,202204,44,1,1,GA,College,Over 100k
75005624,202204,45,1,2,IL,College,Under 50k
75005628,202204,57,1,1,TN,High School,Over 100k
75005632,202205,40,2,1,CA,College,Over 100k
75005633,202204,78,2,1,NC,College,50k to 100k
75005634,202205,77,1,1,AZ,College,50k to 100k
75005652,202204,54,1,2,AZ,College,50k to 100k
75005654,202204,50,1,2,TX,Some College,50k to 100k
75005663,202204,39,1,2,LA,High School,Under 50k
75005668,202204,53,1,2,ME,College,Under 50k
75005669,202204,48,1,2,IA,High School,Under 50k
75005674,202204,72,2,1,MI,College,Under 50k
75005692,202204,85,2,1,OH,High School,Under 50k
75005693,202204,68,2,2,AR,High School,Under 50k
75005696,202205,37,2,2,HI,College,Over 100k
75005699,202204,40,1,1,FL,Some College,Under 50k
75005701,202204,56,1,2,PA,College,Under 50k
75005702,202204,60,1,1,WA,High School,50k to 100k
75005708,202205,67,1,1,GA,Some College,Over 100k
75005709,202205,57,1,1,NE,Some College,Over 100k
75005710,202204,67,1,1,OH,Some College,50k to 100k
75005711,202204,59,2,1,OR,College,50k to 100k
75005713,202204,44,1,2,AL,High School,Under 50k
75005714,202204,29,2,2,WI,College,Under 50k
75005717,202204,62,2,1,NJ,College,Over 100k
75005724,202204,4,1,2,OH,Some College,Under 50k
75005726,202204,54,2,1,UT,College,Over 100k
75005727,202205,55,2,1,UT,College,Over 100k
75005728,202205,39,1,1,UT,Some College,Over 100k
75005731,202204,56,2,1,CA,Some College,50k to 100k
75005732,202204,53,2,2,NM,College,50k to 100k
75005736,202204,75,2,1,TX,Some College,50k to 100k
75005737,202204,90,2,1,NY,College,50k to 100k
75005739,202204,73,2,2,MT,Some College,50k to 100k
75005740,202204,65,1,1,TX,College,50k to 100k
75005751,202204,23,1,1,KS,College,Under 50k
75005753,202204,65,2,2,GA,Some College,Under 50k
75005758,202204,46,1,2,FL,College,Under 50k
75005759,202204,46,2,2,MN,High School,Under 50k
75005774,202204,34,2,1,TN,College,50k to 100k
75005777,202204,26,1,1,WI,College,50k to 100k
75005779,202205,66,1,2,NC,Some College,50k to 100k
75005786,202204,30,1,1,OR,College,Over 100k
75005800,202204,56,1,1,CO,High School,Under 50k
75005802,202205,73,1,2,TX,Some College,Under 50k
75005807,202204,45,1,1,CO,College,Over 100k
75005810,202204,42,2,1,WA,College,50k to 100k
75005818,202204,47,1,1,SC,Some College,50k to 100k
75005840,202204,41,1,2,NC,College,50k to 100k
75005848,202204,39,1,1,KS,Some College,50k to 100k
75005853,202204,38,1,1,NY,College,50k to 100k
75005858,202204,37,1,2,KY,High School,Under 50k
75005859,202204,40,1,2,MO,College,Under 50k
75005872,202204,60,1,1,PA,College,Over 100k
75005873,202204,32,1,2,ME,College,50k to 100k
75005875,202204,43,2,1,NH,College,Over 100k
75005876,202204,73,2,2,TX,College,Under 50k
75005880,202204,60,2,1,TX,Some College,Over 100k
75005884,202204,45,1,1,NJ,College,Over 100k
75005887,202204,41,1,2,NY,Some College,Under 50k
75005890,202204,44,1,1,OH,Some College,Over 100k
75005903,202204,45,1,1,NV,Some College,Over 100k
75005905,202204,82,1,2,AZ,College,Under 50k
75005916,202204,69,1,1,CA,Some College,50k to 100k
75005919,202204,30,1,2,TX,College,Under 50k
75005921,202204,28,1,1,CA,College,Over 100k
75005922,202204,30,1,1,CA,Some College,50k to 100k
75005934,202204,27,2,1,AZ,College,50k to 100k
75005940,202204,47,2,1,ND,College,Over 100k
75005945,202205,41,1,1,MO,College,50k to 100k
75005947,202204,41,1,1,MI,High School,50k to 100k
75005949,202204,72,2,2,MO,Some College,Under 50k
75005953,202204,57,2,1,TX,Some College,Over 100k
75005959,202204,27,2,1,GA,College,50k to 100k
75005960,202204,72,2,1,FL,College,Under 50k
75005964,202204,38,1,2,OH,Some College,Under 50k
75005966,202204,62,1,2,AR,High School,Under 50k
75005969,202204,70,2,1,NY,College,Over 100k
75005972,202204,64,1,2,PA,Some College,Under 50k
75005973,202204,61,1,1,VA,College,50k to 100k
75005974,202204,46,2,1,VA,College,Over 100k
75005976,202204,45,2,1,TN,Some College,50k to 100k
75005980,202204,62,1,2,CA,College,50k to 100k
75005987,202204,37,1,1,SC,Some College,Under 50k
75005990,202205,51,1,1,AZ,Some College,50k to 100k
75005995,202204,36,1,1,TX,Some College,50k to 100k
75005996,202204,70,2,2,MO,Some College,Under 50k
75006012,202205,55,1,1,CT,College,Under 50k
75006013,202205,30,1,1,PA,Some College,50k to 100k
75006017,202205,73,2,2,NM,College,Under 50k
75006023,202205,54,1,2,SC,College,Under 50k
75006026,202205,46,1,1,CA,College,50k to 100k
75006030,202205,56,2,1,ME,College,Over 100k
75006035,202206,62,1,2,TX,College,Over 100k
75006036,202206,36,1,1,ID,College,Over 100k
75006039,202206,72,1,2,OH,College,50k to 100k
75006046,202205,42,2,1,CA,College,Over 100k
75006048,202205,58,1,2,OK,College,Under 50k
75006050,202205,27,1,1,WA,Some College,Over 100k
75006052,202206,45,2,1,MO,College,50k to 100k
75006059,202205,28,1,2,TN,College,Under 50k
75006067,202205,24,2,2,VA,College,Under 50k
75006071,202205,24,1,1,CA,College,Over 100k
75006073,202205,53,1,1,FL,College,50k to 100k
75006077,202205,58,2,2,MO,College,50k to 100k
75006079,202205,37,1,1,GA,Some College,Over 100k
75006081,202205,53,1,1,WA,High School,Under 50k
75006086,202205,49,1,1,WA,College,Over 100k
75006099,202205,37,1,2,MO,College,50k to 100k
75006100,202205,76,2,1,MI,Some College,Under 50k
75006101,202206,71,1,1,ME,Some College,Under 50k
75006102,202205,49,1,1,IN,High School,50k to 100k
75006104,202205,46,2,1,KS,College,Over 100k
75006105,202205,57,2,1,MO,College,50k to 100k
75006106,202205,46,2,2,KS,College,Over 100k
75006111,202206,45,2,1,WI,College,50k to 100k
75006112,202205,27,2,1,WI,College,50k to 100k
75006114,202206,50,2,1,MI,College,Over 100k
75006115,202205,63,1,1,TN,College,Under 50k
75006117,202206,26,2,1,MO,Some College,50k to 100k
75006119,202205,63,2,1,MA,Some College,50k to 100k
75006121,202205,43,2,2,KY,College,Under 50k
75006122,202206,73,1,1,TN,Some College,50k to 100k
75006126,202205,57,1,2,CA,College,Over 100k
75006129,202205,55,1,1,MA,Some College,50k to 100k
75006134,202205,32,1,1,MS,High School,Under 50k
75006136,202205,40,2,2,TX,College,50k to 100k
75006149,202205,68,1,2,NV,College,Under 50k
75006153,202205,29,1,1,NY,College,Under 50k
75006164,202205,55,2,1,VA,Some College,50k to 100k
75006170,202206,52,1,1,FL,Some College,50k to 100k
75006176,202205,66,1,2,GA,High School,Under 50k
75006178,202205,36,1,2,TX,Some College,Under 50k
75006179,202205,58,2,1,GA,Some College,Over 100k
75006180,202205,59,2,2,MS,College,Under 50k
75006184,202206,37,1,2,GA,Some College,50k to 100k
75006188,202205,62,1,1,MN,College,Over 100k
75006190,202205,75,2,1,NJ,College,50k to 100k
75006192,202206,73,2,1,NY,College,Over 100k
75006200,202205,47,2,1,OR,Some College,Over 100k
75006207,202205,45,1,2,WI,Some College,Under 50k
75006214,202205,38,1,1,CA,College,Over 100k
75006215,202206,75,1,1,ME,Some College,50k to 100k
75006216,202206,50,2,1,PA,College,Over 100k
75006217,202205,51,2,1,IL,Some College,Over 100k
75006218,202205,64,2,1,AZ,Some College,Under 50k
75006247,202206,59,1,1,WI,Some College,Over 100k
75006251,202205,41,1,2,PA,Some College,Under 50k
75006253,202205,52,1,2,OK,Some College,Under 50k
75006254,202205,36,2,1,CA,High School,Over 100k
75006267,202205,29,1,1,IL,College,50k to 100k
75006277,202205,41,1,1,NY,College,50k to 100k
75006278,202205,47,2,1,PA,College,Over 100k
75006311,202205,27,2,1,IN,High School,Under 50k
75006312,202205,24,2,2,OH,College,50k to 100k
75006336,202205,74,2,1,MO,Some College,50k to 100k
75006338,202205,78,1,1,MA,College,Over 100k
75006341,202205,68,1,2,CO,College,Over 100k
75006342,202205,49,1,2,PA,High School,Under 50k
75006345,202206,25,1,2,IN,College,Under 50k
75006347,202206,63,1,2,OR,College,Under 50k
75006352,202205,52,1,1,PA,College,50k to 100k
75006358,202205,47,2,1,CA,Some College,Under 50k
75006363,202205,52,2,1,PA,Some College,Over 100k
75006370,202205,76,1,2,KY,Some College,50k to 100k
75006382,202206,50,2,2,GA,Some College,50k to 100k
75006386,202205,79,1,2,NH,College,Under 50k
75006389,202205,58,2,2,NH,Some College,Under 50k
75006392,202205,31,1,1,CA,College,Under 50k
75006395,202205,56,1,1,TN,College,50k to 100k
75006396,202205,72,1,1,SC,Some College,50k to 100k
75006398,202205,39,2,1,WI,College,Over 100k
75006402,202205,29,1,1,MA,College,Over 100k
75006404,202206,41,2,1,MD,College,Over 100k
75006405,202205,67,1,1,MI,College,50k to 100k
75006414,202205,67,1,2,MO,High School,Under 50k
75006415,202205,43,2,2,PA,High School,Under 50k
75006420,202206,72,2,2,OH,Some College,Under 50k
75006421,202206,66,2,1,MI,College,50k to 100k
75006424,202205,55,1,2,FL,College,50k to 100k
75006425,202205,42,2,2,FL,College,50k to 100k
75006428,202205,30,2,1,GA,College,50k to 100k
75006431,202205,28,1,1,NY,College,50k to 100k
75006432,202206,58,1,2,CA,College,Over 100k
75006436,202205,77,2,1,PA,Some College,Under 50k
75006441,202205,33,2,1,IL,Some College,50k to 100k
75006446,202205,49,2,2,CA,Some College,Under 50k
75006448,202206,62,2,2,NY,College,Under 50k
75006449,202205,35,2,1,AZ,College,Over 100k
75006451,202205,49,2,2,NY,College,Under 50k
75006453,202205,31,1,1,NY,College,Over 100k
75006463,202205,73,2,1,AZ,Some College,Under 50k
75006466,202205,70,2,1,TX,College,50k to 100k
75006472,202205,68,2,1,AL,College,50k to 100k
75006477,202205,50,2,1,OH,College,Over 100k
75006481,202205,37,2,1,PA,Some College,Over 100k
75006492,202206,51,2,2,NY,College,Over 100k
75006496,202205,78,1,2,NY,Some College,Under 50k
75006499,202205,26,2,2,FL,College,50k to 100k
75006500,202206,38,1,1,GA,College,Over 100k
75006501,202205,50,1,1,MN,College,50k to 100k
75006503,202205,54,1,2,AZ,Some College,Under 50k
75006506,202206,64,1,2,PA,Some College,Under 50k
75006507,202205,64,1,2,TX,College,Under 50k
75006509,202205,34,2,1,TN,College,50k to 100k
75006532,202205,72,2,1,MD,College,Over 100k
75006533,202205,42,2,1,MN,Some College,Over 100k
75006534,202206,56,2,1,MA,College,Over 100k
75006555,202205,46,2,1,FL,Some College,Over 100k
75006557,202205,23,1,1,WV,Some College,50k to 100k
75006560,202205,43,2,1,GA,College,50k to 100k
75006563,202205,32,1,1,NC,High School,Under 50k
75006580,202205,38,1,1,OK,Some College,50k to 100k
75006582,202205,28,1,1,WI,College,50k to 100k
75006584,202205,46,2,2,VA,Some College,50k to 100k
75006585,202205,40,2,1,OR,Some College,Over 100k
75006586,202205,60,1,1,AR,High School,Under 50k
75006597,202205,36,2,1,NY,College,Under 50k
75006620,202205,38,2,1,CO,College,Over 100k
75006621,202205,30,2,1,CO,College,Over 100k
75006626,202207,46,1,1,PA,College,50k to 100k
75006627,202206,50,1,1,VA,Some College,Over 100k
75006634,202207,24,2,1,TX,College,Over 100k
75006636,202206,46,2,2,IA,College,Over 100k
75006639,202206,42,1,1,CA,College,Over 100k
75006643,202206,59,2,1,OR,College,Over 100k
75006660,202206,29,1,1,VA,College,50k to 100k
75006661,202207,34,1,1,GA,High School,50k to 100k
75006663,202207,45,1,1,VA,Some College,50k to 100k
75006665,202206,37,1,2,GA,College,50k to 100k
75006667,202206,25,1,2,FL,High School,Under 50k
75006668,202206,29,1,1,NY,College,Under 50k
